tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,296,105583,,,Dusan Lajovic,R,180.0,SRB,28.7912388775,132283,,Q,Lorenzo Sonego,R,,ITA,23.9288158795,6-4 7-5,3,QF,107.0,1.0,2.0,67.0,42.0,33.0,13.0,11.0,3.0,4.0,3.0,1.0,66.0,37.0,25.0,14.0,11.0,1.0,4.0,48.0,950.0,96.0,622.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,295,104926,13.0,,Fabio Fognini,R,178.0,ITA,31.8932238193,106432,9.0,,Borna Coric,R,,CRO,22.4147843943,1-6 6-3 6-2,3,QF,119.0,0.0,4.0,83.0,55.0,37.0,12.0,12.0,5.0,8.0,1.0,2.0,73.0,43.0,29.0,13.0,12.0,2.0,6.0,18.0,1885.0,13.0,2345.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,294,104745,2.0,,Rafael Nadal,L,185.0,ESP,32.8651608487,105550,,,Guido Pella,L,185.0,ARG,28.9117043121,7-6(1) 6-3,3,QF,140.0,4.0,3.0,73.0,48.0,28.0,11.0,10.0,8.0,13.0,1.0,4.0,89.0,58.0,27.0,13.0,11.0,6.0,13.0,2.0,8725.0,35.0,1205.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,293,104925,1.0,,Novak Djokovic,R,188.0,SRB,31.8986995209,126203,,,Taylor Fritz,R,,USA,21.4620123203,6-3 6-0,3,R16,68.0,3.0,3.0,44.0,23.0,16.0,12.0,7.0,1.0,2.0,2.0,6.0,63.0,31.0,19.0,8.0,8.0,4.0,10.0,1.0,11070.0,65.0,810.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,292,106421,10.0,,Daniil Medvedev,R,,RUS,23.1731690623,126774,6.0,,Stefanos Tsitsipas,R,,GRE,20.6735112936,6-2 1-6 6-4,3,R16,105.0,2.0,3.0,66.0,25.0,20.0,21.0,12.0,1.0,4.0,2.0,2.0,78.0,54.0,37.0,9.0,13.0,4.0,8.0,14.0,2295.0,8.0,3240.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,291,105583,,,Dusan Lajovic,R,180.0,SRB,28.7912388775,106233,4.0,,Dominic Thiem,R,185.0,AUT,25.6125941136,6-3 6-3,3,R16,92.0,1.0,2.0,69.0,42.0,28.0,14.0,9.0,7.0,9.0,0.0,2.0,55.0,42.0,20.0,6.0,9.0,5.0,10.0,48.0,950.0,5.0,4765.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,290,132283,,Q,Lorenzo Sonego,R,,ITA,23.9288158795,111815,,,Cameron Norrie,L,,GBR,23.6440793977,6-2 7-5,3,R16,84.0,1.0,2.0,53.0,32.0,28.0,12.0,10.0,2.0,3.0,3.0,5.0,64.0,39.0,22.0,13.0,10.0,6.0,10.0,96.0,622.0,56.0,925.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,289,106432,9.0,,Borna Coric,R,,CRO,22.4147843943,105732,,,Pierre Hugues Herbert,R,188.0,FRA,28.076659822,6-4 6-2,3,R16,101.0,2.0,0.0,64.0,48.0,34.0,9.0,9.0,3.0,3.0,5.0,1.0,73.0,33.0,23.0,18.0,9.0,8.0,11.0,13.0,2345.0,49.0,948.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,288,104926,13.0,,Fabio Fognini,R,178.0,ITA,31.8932238193,100644,3.0,,Alexander Zverev,R,198.0,GER,21.9849418207,7-6(6) 6-1,3,R16,90.0,0.0,0.0,62.0,40.0,30.0,14.0,10.0,0.0,1.0,6.0,4.0,64.0,45.0,30.0,7.0,9.0,4.0,7.0,18.0,1885.0,3.0,6040.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,287,105550,,,Guido Pella,L,185.0,ARG,28.9117043121,106065,11.0,,Marco Cecchinato,R,,ITA,26.5379876797,6-4 4-6 6-4,3,R16,134.0,3.0,2.0,86.0,54.0,40.0,15.0,15.0,6.0,10.0,4.0,4.0,95.0,64.0,41.0,13.0,15.0,4.0,9.0,35.0,1205.0,16.0,2021.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,286,104745,2.0,,Rafael Nadal,L,185.0,ESP,32.8651608487,105777,,,Grigor Dimitrov,R,188.0,BUL,27.9151266256,6-4 6-1,3,R16,94.0,1.0,3.0,58.0,32.0,26.0,12.0,9.0,1.0,2.0,3.0,4.0,52.0,25.0,17.0,10.0,8.0,4.0,8.0,2.0,8725.0,28.0,1300.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,285,104925,1.0,,Novak Djokovic,R,188.0,SRB,31.8986995209,104259,,,Philipp Kohlschreiber,R,178.0,GER,35.4962354552,6-3 4-6 6-4,3,R32,156.0,1.0,8.0,118.0,73.0,47.0,22.0,15.0,12.0,16.0,3.0,2.0,89.0,50.0,31.0,18.0,14.0,5.0,10.0,1.0,11070.0,40.0,1090.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,284,126203,,,Taylor Fritz,R,,USA,21.4620123203,106043,,,Diego Schwartzman,R,170.0,ARG,26.6611909651,6-4 6-2,3,R32,86.0,3.0,2.0,50.0,25.0,16.0,11.0,9.0,1.0,4.0,1.0,5.0,69.0,45.0,23.0,8.0,9.0,11.0,17.0,65.0,810.0,24.0,1485.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,283,106421,10.0,,Daniil Medvedev,R,,RUS,23.1731690623,105430,,,Radu Albot,R,,MDA,29.4236824093,6-1 6-2,3,R32,69.0,2.0,2.0,47.0,28.0,19.0,11.0,7.0,1.0,2.0,0.0,2.0,58.0,30.0,15.0,9.0,8.0,2.0,8.0,14.0,2295.0,45.0,977.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,282,126774,6.0,,Stefanos Tsitsipas,R,,GRE,20.6735112936,105062,,,Mikhail Kukushkin,R,183.0,KAZ,31.3018480493,6-3 7-5,3,R32,102.0,2.0,2.0,72.0,39.0,29.0,16.0,11.0,2.0,4.0,1.0,1.0,74.0,52.0,27.0,11.0,10.0,7.0,11.0,8.0,3240.0,42.0,1025.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,281,106233,4.0,,Dominic Thiem,R,185.0,AUT,25.6125941136,105373,,,Martin Klizan,L,190.0,SVK,29.7604380561,6-1 6-4,3,R32,84.0,4.0,1.0,43.0,23.0,20.0,14.0,8.0,0.0,0.0,4.0,4.0,72.0,34.0,23.0,14.0,9.0,7.0,11.0,5.0,4765.0,50.0,940.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,280,105583,,,Dusan Lajovic,R,180.0,SRB,28.7912388775,105676,16.0,,David Goffin,R,163.0,BEL,28.3531827515,6-3 6-4,3,R32,88.0,2.0,1.0,73.0,46.0,31.0,15.0,10.0,4.0,6.0,0.0,5.0,58.0,33.0,23.0,6.0,9.0,4.0,8.0,48.0,950.0,21.0,1765.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,279,111815,,,Cameron Norrie,L,,GBR,23.6440793977,105916,,,Marton Fucsovics,R,,HUN,27.1813826146,7-6(3) 6-3,3,R32,105.0,1.0,2.0,74.0,47.0,31.0,18.0,11.0,3.0,5.0,0.0,4.0,75.0,35.0,25.0,19.0,10.0,5.0,8.0,56.0,925.0,37.0,1180.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,278,132283,,Q,Lorenzo Sonego,R,,ITA,23.9288158795,111575,8.0,,Karen Khachanov,R,,RUS,22.8993839836,7-6(4) 6-4,3,R32,112.0,5.0,0.0,78.0,50.0,37.0,19.0,11.0,7.0,8.0,3.0,1.0,73.0,48.0,28.0,17.0,11.0,1.0,3.0,96.0,622.0,12.0,2810.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,277,105732,,,Pierre Hugues Herbert,R,188.0,FRA,28.076659822,105453,5.0,,Kei Nishikori,R,178.0,JPN,29.2922655715,7-5 6-4,3,R32,102.0,7.0,2.0,74.0,43.0,35.0,18.0,11.0,10.0,10.0,2.0,1.0,68.0,48.0,32.0,12.0,11.0,1.0,3.0,49.0,948.0,6.0,4200.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,276,106432,9.0,,Borna Coric,R,,CRO,22.4147843943,144719,,WC,Jaume Munar,R,,ESP,21.9438740589,6-7(3) 7-6(7) 6-4,3,R32,208.0,3.0,3.0,132.0,78.0,53.0,30.0,17.0,12.0,15.0,5.0,1.0,127.0,75.0,53.0,22.0,17.0,5.0,9.0,13.0,2345.0,61.0,870.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,275,104926,13.0,,Fabio Fognini,R,178.0,ITA,31.8932238193,104468,,,Gilles Simon,R,183.0,FRA,34.2970568104,W/O,3,R32,,,,,,,,,,,,,,,,,,,,18.0,1885.0,26.0,1385.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,274,100644,3.0,,Alexander Zverev,R,198.0,GER,21.9849418207,200000,,WC,Felix Auger Aliassime,R,,CAN,18.6830937714,6-1 6-4,3,R32,78.0,0.0,3.0,47.0,32.0,21.0,7.0,8.0,1.0,3.0,1.0,5.0,53.0,26.0,12.0,10.0,9.0,1.0,7.0,3.0,6040.0,33.0,1245.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,273,105550,,,Guido Pella,L,185.0,ARG,28.9117043121,105227,7.0,,Marin Cilic,R,198.0,CRO,30.5434633812,6-3 5-7 6-1,3,R32,136.0,5.0,2.0,76.0,48.0,26.0,17.0,14.0,1.0,6.0,4.0,7.0,93.0,45.0,32.0,13.0,14.0,5.0,13.0,35.0,1205.0,11.0,3015.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,272,106065,11.0,,Marco Cecchinato,R,,ITA,26.5379876797,104527,,,Stan Wawrinka,R,183.0,SUI,34.0479123888,0-6 7-5 6-3,3,R32,104.0,2.0,2.0,92.0,61.0,41.0,14.0,14.0,5.0,9.0,5.0,2.0,69.0,36.0,25.0,18.0,13.0,0.0,3.0,16.0,2021.0,36.0,1185.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,271,105777,,,Grigor Dimitrov,R,188.0,BUL,27.9151266256,105526,,,Jan Lennard Struff,R,,GER,28.9719370294,7-6(2) 6-4,3,R32,117.0,1.0,2.0,85.0,41.0,29.0,24.0,11.0,7.0,8.0,6.0,4.0,76.0,35.0,26.0,20.0,11.0,8.0,10.0,28.0,1300.0,44.0,990.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,270,104745,2.0,,Rafael Nadal,L,185.0,ESP,32.8651608487,105138,,,Roberto Bautista Agut,R,183.0,ESP,31.0006844627,6-1 6-1,3,R32,76.0,0.0,3.0,47.0,28.0,18.0,14.0,7.0,5.0,5.0,0.0,0.0,40.0,23.0,9.0,8.0,7.0,3.0,8.0,2.0,8725.0,22.0,1680.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,268,104259,,,Philipp Kohlschreiber,R,178.0,GER,35.4962354552,106121,,LL,Taro Daniel,R,,JPN,26.212183436,6-1 6-3,3,R64,67.0,5.0,0.0,42.0,27.0,23.0,10.0,8.0,1.0,1.0,1.0,2.0,49.0,32.0,19.0,7.0,8.0,4.0,8.0,40.0,1090.0,72.0,753.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,267,126203,,,Taylor Fritz,R,,USA,21.4620123203,104542,,PR,Jo-Wilfried Tsonga,R,188.0,FRA,33.993155373,6-4 2-0 RET,3,R64,57.0,8.0,0.0,38.0,18.0,13.0,13.0,6.0,1.0,2.0,1.0,3.0,47.0,23.0,15.0,8.0,6.0,5.0,8.0,65.0,810.0,102.0,593.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,266,106043,,,Diego Schwartzman,R,170.0,ARG,26.6611909651,106378,17.0,,Kyle Edmund,R,,GBR,24.2655715264,4-6 6-3 6-1,3,R64,121.0,1.0,3.0,78.0,53.0,31.0,17.0,13.0,2.0,6.0,0.0,4.0,92.0,48.0,26.0,20.0,13.0,9.0,16.0,24.0,1485.0,23.0,1575.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,265,106421,10.0,,Daniil Medvedev,R,,RUS,23.1731690623,105311,,,Joao Sousa,R,185.0,POR,30.0424366872,6-1 6-1,3,R64,54.0,5.0,4.0,40.0,18.0,15.0,14.0,7.0,0.0,0.0,1.0,2.0,46.0,26.0,15.0,4.0,7.0,3.0,8.0,14.0,2295.0,51.0,937.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,264,105430,,,Radu Albot,R,,MDA,29.4236824093,105379,,Q,Aljaz Bedene,R,181.0,SLO,29.7412731006,6-4 6-2,3,R64,83.0,1.0,0.0,47.0,30.0,22.0,11.0,9.0,0.0,1.0,4.0,0.0,62.0,35.0,22.0,9.0,9.0,2.0,6.0,45.0,977.0,70.0,765.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,263,105062,,,Mikhail Kukushkin,R,183.0,KAZ,31.3018480493,104871,,,Jeremy Chardy,R,188.0,FRA,32.1697467488,6-3 6-4,3,R64,82.0,0.0,0.0,53.0,37.0,27.0,11.0,9.0,3.0,3.0,6.0,2.0,58.0,26.0,18.0,18.0,10.0,5.0,8.0,42.0,1025.0,41.0,1055.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,260,105373,,,Martin Klizan,L,190.0,SVK,29.7604380561,105643,,Q,Federico Delbonis,L,190.0,ARG,28.5256673511,7-6(3) 7-5,3,R64,113.0,2.0,3.0,76.0,41.0,35.0,15.0,12.0,1.0,3.0,1.0,3.0,72.0,40.0,27.0,15.0,12.0,3.0,6.0,50.0,940.0,74.0,721.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,259,105583,,,Dusan Lajovic,R,180.0,SRB,28.7912388775,104291,,Alt,Malek Jaziri,R,185.0,TUN,35.2334017796,6-4 6-4,3,R64,88.0,4.0,2.0,64.0,42.0,31.0,14.0,10.0,5.0,5.0,2.0,0.0,60.0,36.0,24.0,14.0,10.0,3.0,5.0,48.0,950.0,71.0,757.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,258,105676,16.0,,David Goffin,R,163.0,BEL,28.3531827515,105819,,Q,Guido Andreozzi,R,,ARG,27.6933607118,6-1 6-4,3,R64,85.0,5.0,2.0,58.0,29.0,22.0,16.0,9.0,5.0,6.0,0.0,6.0,63.0,34.0,19.0,13.0,8.0,7.0,11.0,21.0,1765.0,84.0,668.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,257,105916,,,Marton Fucsovics,R,,HUN,27.1813826146,105932,12.0,,Nikoloz Basilashvili,R,185.0,GEO,27.1403148528,7-5 3-6 6-1,3,R64,123.0,6.0,6.0,94.0,53.0,39.0,24.0,14.0,4.0,5.0,2.0,9.0,113.0,64.0,43.0,23.0,14.0,17.0,20.0,37.0,1180.0,17.0,1930.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,256,111815,,,Cameron Norrie,L,,GBR,23.6440793977,105173,,,Adrian Mannarino,L,183.0,FRA,30.7926078029,6-4 6-3,3,R64,79.0,3.0,1.0,53.0,31.0,27.0,11.0,9.0,0.0,0.0,1.0,1.0,64.0,33.0,21.0,17.0,10.0,4.0,7.0,56.0,925.0,58.0,915.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,255,132283,,Q,Lorenzo Sonego,R,,ITA,23.9288158795,104312,,,Andreas Seppi,R,190.0,ITA,35.1457905544,7-6(4) 6-4,3,R64,104.0,9.0,1.0,65.0,43.0,39.0,11.0,11.0,0.0,0.0,3.0,2.0,77.0,43.0,32.0,18.0,11.0,2.0,3.0,96.0,622.0,46.0,970.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,252,105732,,,Pierre Hugues Herbert,R,188.0,FRA,28.076659822,104269,,,Fernando Verdasco,L,188.0,ESP,35.4140999316,6-4 6-4,3,R64,92.0,7.0,1.0,62.0,34.0,30.0,13.0,10.0,0.0,1.0,2.0,5.0,61.0,38.0,28.0,7.0,10.0,1.0,4.0,49.0,948.0,38.0,1155.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,251,144719,,WC,Jaume Munar,R,,ESP,21.9438740589,200031,,WC,Lucas Catarina,R,,MON,22.6338124572,6-0 6-3,3,R64,62.0,3.0,2.0,40.0,19.0,13.0,13.0,7.0,0.0,1.0,0.0,1.0,45.0,28.0,11.0,7.0,8.0,1.0,7.0,61.0,870.0,554.0,7.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,250,106432,9.0,,Borna Coric,R,,CRO,22.4147843943,128034,,,Hubert Hurkacz,R,,POL,22.1711156742,6-4 5-7 7-5,3,R64,172.0,3.0,3.0,109.0,51.0,36.0,32.0,17.0,4.0,7.0,6.0,5.0,106.0,57.0,35.0,31.0,17.0,8.0,12.0,13.0,2345.0,52.0,934.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,249,104926,13.0,,Fabio Fognini,R,178.0,ITA,31.8932238193,126094,,Q,Andrey Rublev,R,,RUS,21.4839151266,4-6 7-5 6-4,3,R64,150.0,4.0,8.0,121.0,55.0,37.0,32.0,16.0,13.0,17.0,6.0,6.0,90.0,42.0,30.0,24.0,16.0,3.0,8.0,18.0,1885.0,90.0,654.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,248,104468,,,Gilles Simon,R,183.0,FRA,34.2970568104,200615,,Q,Alexei Popyrin,R,,AUS,19.6933607118,7-5 6-1,3,R64,83.0,2.0,4.0,56.0,37.0,26.0,8.0,9.0,3.0,5.0,2.0,4.0,57.0,30.0,20.0,7.0,10.0,3.0,9.0,26.0,1385.0,120.0,486.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,247,200000,,WC,Felix Auger Aliassime,R,,CAN,18.6830937714,106228,,Q,Juan Ignacio Londero,R,,ARG,25.6646132786,7-5 7-6(5),3,R64,118.0,5.0,5.0,73.0,43.0,38.0,14.0,12.0,2.0,4.0,1.0,4.0,92.0,45.0,31.0,22.0,12.0,6.0,9.0,33.0,1245.0,79.0,697.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,244,105550,,,Guido Pella,L,185.0,ARG,28.9117043121,111513,,,Laslo Djere,R,,SRB,23.8685831622,6-7(2) 6-2 6-4,3,R64,145.0,2.0,4.0,94.0,64.0,46.0,18.0,15.0,3.0,4.0,3.0,1.0,100.0,62.0,46.0,16.0,15.0,5.0,9.0,35.0,1205.0,32.0,1246.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,243,104527,,,Stan Wawrinka,R,183.0,SUI,34.0479123888,106298,,,Lucas Pouille,R,185.0,FRA,25.1389459274,7-5 6-3,3,R64,75.0,7.0,3.0,59.0,28.0,24.0,19.0,11.0,5.0,6.0,1.0,3.0,55.0,22.0,14.0,19.0,10.0,2.0,5.0,36.0,1185.0,31.0,1275.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,242,106065,11.0,,Marco Cecchinato,R,,ITA,26.5379876797,106000,,,Damir Dzumhur,R,172.0,BIH,26.9021218344,4-0 RET,3,R64,19.0,0.0,1.0,14.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,1.0,2.0,2.0,0.0,2.0,16.0,2021.0,54.0,930.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,241,105526,,,Jan Lennard Struff,R,,GER,28.9719370294,133430,15.0,,Denis Shapovalov,L,,CAN,20.0,5-7 6-3 6-1,3,R64,118.0,4.0,4.0,90.0,46.0,33.0,21.0,14.0,6.0,9.0,1.0,10.0,100.0,58.0,36.0,18.0,14.0,10.0,16.0,44.0,990.0,20.0,1820.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,240,105777,,,Grigor Dimitrov,R,188.0,BUL,27.9151266256,126610,,,Matteo Berrettini,R,,ITA,23.0061601643,7-5 6-4,3,R64,113.0,2.0,6.0,80.0,40.0,29.0,20.0,11.0,6.0,8.0,3.0,4.0,83.0,38.0,24.0,22.0,11.0,14.0,18.0,28.0,1300.0,55.0,927.0
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,239,105138,,,Roberto Bautista Agut,R,183.0,ESP,31.0006844627,105357,,,John Millman,R,183.0,AUS,29.8343600274,3-6 6-1 6-1,3,R64,111.0,1.0,2.0,74.0,52.0,37.0,11.0,12.0,6.0,8.0,4.0,3.0,77.0,48.0,31.0,9.0,11.0,5.0,10.0,22.0,1680.0,39.0,1095.0
2019-0425,Barcelona,Clay,64,A,20190422,300,106233,3.0,,Dominic Thiem,R,185.0,AUT,25.6317590691,106421,7.0,,Daniil Medvedev,R,,RUS,23.1923340178,6-4 6-0,3,F,73.0,2.0,1.0,50.0,34.0,25.0,9.0,8.0,2.0,3.0,0.0,3.0,49.0,25.0,9.0,11.0,8.0,3.0,8.0,5.0,4675.0,14.0,2505.0
2019-0425,Barcelona,Clay,64,A,20190422,299,106233,3.0,,Dominic Thiem,R,185.0,AUT,25.6317590691,104745,1.0,,Rafael Nadal,L,185.0,ESP,32.8843258042,6-4 6-4,3,SF,124.0,5.0,0.0,57.0,41.0,31.0,11.0,10.0,3.0,3.0,1.0,5.0,80.0,59.0,38.0,9.0,10.0,10.0,12.0,5.0,4675.0,2.0,8085.0
2019-0425,Barcelona,Clay,64,A,20190422,298,106421,7.0,,Daniil Medvedev,R,,RUS,23.1923340178,105453,4.0,,Kei Nishikori,R,178.0,JPN,29.311430527,6-4 3-6 7-5,3,SF,144.0,8.0,2.0,94.0,55.0,38.0,24.0,15.0,3.0,5.0,1.0,1.0,99.0,62.0,40.0,22.0,16.0,4.0,7.0,14.0,2505.0,7.0,3690.0
2019-0425,Barcelona,Clay,64,A,20190422,297,104745,1.0,,Rafael Nadal,L,185.0,ESP,32.8843258042,105526,,,Jan Lennard Struff,R,,GER,28.9911019849,7-5 7-5,3,QF,103.0,3.0,0.0,59.0,44.0,32.0,13.0,12.0,1.0,2.0,9.0,5.0,70.0,31.0,26.0,19.0,12.0,4.0,7.0,2.0,8085.0,51.0,945.0
2019-0425,Barcelona,Clay,64,A,20190422,296,106233,3.0,,Dominic Thiem,R,185.0,AUT,25.6317590691,105550,,,Guido Pella,L,185.0,ARG,28.9308692676,7-5 6-2,3,QF,100.0,5.0,0.0,71.0,48.0,32.0,14.0,10.0,3.0,4.0,3.0,3.0,64.0,45.0,26.0,9.0,10.0,5.0,9.0,5.0,4675.0,28.0,1375.0
2019-0425,Barcelona,Clay,64,A,20190422,295,105453,4.0,,Kei Nishikori,R,178.0,JPN,29.311430527,106148,,LL,Roberto Carballes Baena,R,,ESP,26.0807665982,6-4 7-5,3,QF,113.0,1.0,3.0,72.0,45.0,39.0,11.0,11.0,4.0,4.0,5.0,2.0,73.0,45.0,31.0,16.0,11.0,8.0,10.0,7.0,3690.0,104.0,578.0
2019-0425,Barcelona,Clay,64,A,20190422,294,106421,7.0,,Daniil Medvedev,R,,RUS,23.1923340178,111797,,LL,Nicolas Jarry,R,,CHI,23.5290896646,6-3 6-4,3,QF,86.0,5.0,4.0,60.0,25.0,23.0,21.0,10.0,2.0,2.0,0.0,1.0,75.0,48.0,28.0,15.0,9.0,6.0,8.0,14.0,2505.0,81.0,675.0
2019-0425,Barcelona,Clay,64,A,20190422,293,104745,1.0,,Rafael Nadal,L,185.0,ESP,32.8843258042,103970,,WC,David Ferrer,R,175.0,ESP,37.054072553,6-3 6-3,3,R16,116.0,0.0,1.0,61.0,43.0,28.0,10.0,9.0,4.0,5.0,2.0,5.0,67.0,42.0,24.0,13.0,9.0,8.0,12.0,2.0,8085.0,155.0,355.0
2019-0425,Barcelona,Clay,64,A,20190422,292,105526,,,Jan Lennard Struff,R,,GER,28.9911019849,126774,5.0,,Stefanos Tsitsipas,R,,GRE,20.6926762491,6-4 3-6 6-2,3,R16,109.0,7.0,1.0,73.0,35.0,27.0,23.0,13.0,4.0,6.0,10.0,4.0,94.0,59.0,44.0,12.0,14.0,6.0,10.0,51.0,945.0,8.0,3240.0
2019-0425,Barcelona,Clay,64,A,20190422,291,106233,3.0,,Dominic Thiem,R,185.0,AUT,25.6317590691,144719,,,Jaume Munar,R,,ESP,21.9630390144,7-5 6-1,3,R16,90.0,1.0,1.0,50.0,27.0,20.0,16.0,9.0,2.0,3.0,3.0,3.0,60.0,39.0,20.0,10.0,10.0,5.0,10.0,5.0,4675.0,57.0,895.0
2019-0425,Barcelona,Clay,64,A,20190422,290,105550,,,Guido Pella,L,185.0,ARG,28.9308692676,105332,,,Benoit Paire,R,196.0,FRA,29.954825462,7-5 6-3,3,R16,82.0,1.0,0.0,61.0,44.0,30.0,13.0,11.0,2.0,3.0,4.0,1.0,66.0,29.0,21.0,17.0,10.0,5.0,8.0,28.0,1375.0,46.0,993.0
2019-0425,Barcelona,Clay,64,A,20190422,289,106148,,LL,Roberto Carballes Baena,R,,ESP,26.0807665982,106426,,,Christian Garin,R,,CHI,22.893908282,6-4 7-6(2),3,R16,114.0,0.0,1.0,73.0,47.0,25.0,18.0,11.0,1.0,4.0,2.0,2.0,84.0,53.0,33.0,15.0,11.0,7.0,11.0,104.0,578.0,48.0,970.0
2019-0425,Barcelona,Clay,64,A,20190422,288,105453,4.0,,Kei Nishikori,R,178.0,JPN,29.311430527,200000,16.0,,Felix Auger Aliassime,R,,CAN,18.7022587269,6-1 6-3,3,R16,83.0,1.0,2.0,48.0,26.0,18.0,15.0,8.0,5.0,6.0,3.0,4.0,59.0,41.0,22.0,5.0,8.0,8.0,13.0,7.0,3690.0,31.0,1282.0
2019-0425,Barcelona,Clay,64,A,20190422,287,106421,7.0,,Daniil Medvedev,R,,RUS,23.1923340178,111456,,,Mackenzie McDonald,R,,USA,24.0164271047,6-3 6-2,3,R16,79.0,2.0,0.0,57.0,35.0,19.0,15.0,9.0,3.0,5.0,0.0,1.0,58.0,28.0,16.0,11.0,8.0,9.0,14.0,14.0,2505.0,61.0,871.0
2019-0425,Barcelona,Clay,64,A,20190422,286,111797,,LL,Nicolas Jarry,R,,CHI,23.5290896646,105777,13.0,,Grigor Dimitrov,R,188.0,BUL,27.9342915811,2-6 6-4 7-6(2),3,R16,122.0,6.0,1.0,95.0,56.0,41.0,18.0,15.0,1.0,4.0,6.0,1.0,94.0,64.0,49.0,10.0,15.0,4.0,6.0,81.0,675.0,43.0,1030.0
2019-0425,Barcelona,Clay,64,A,20190422,285,104745,1.0,,Rafael Nadal,L,185.0,ESP,32.8843258042,104919,,,Leonardo Mayer,R,188.0,ARG,31.9370294319,6-7(7) 6-4 6-2,3,R32,169.0,1.0,2.0,91.0,59.0,41.0,22.0,15.0,2.0,3.0,4.0,4.0,104.0,62.0,36.0,27.0,15.0,3.0,7.0,2.0,8085.0,63.0,850.0
2019-0425,Barcelona,Clay,64,A,20190422,284,103970,,WC,David Ferrer,R,175.0,ESP,37.054072553,106298,15.0,,Lucas Pouille,R,185.0,FRA,25.158110883,6-3 6-1,3,R32,76.0,2.0,3.0,48.0,28.0,21.0,11.0,8.0,4.0,5.0,0.0,4.0,64.0,40.0,24.0,6.0,8.0,8.0,13.0,155.0,355.0,32.0,1275.0
