tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2019-M020,Brisbane,Hard,32,A,20181231,300,105453,2.0,,Kei Nishikori,R,178.0,JPN,29.0047912389,106421,4.0,,Daniil Medvedev,R,,RUS,22.8856947296,6-4 3-6 6-2,3,F,124.0,3.0,3.0,77.0,44.0,31.0,17.0,13.0,3.0,6.0,8.0,6.0,100.0,54.0,34.0,20.0,14.0,10.0,15.0,9.0,3590.0,16.0,1977.0
2019-M020,Brisbane,Hard,32,A,20181231,299,106421,4.0,,Daniil Medvedev,R,,RUS,22.8856947296,104542,,PR,Jo-Wilfried Tsonga,R,188.0,FRA,33.7056810404,7-6(6) 6-2,3,SF,82.0,10.0,1.0,52.0,33.0,28.0,14.0,10.0,0.0,1.0,17.0,2.0,77.0,52.0,36.0,7.0,10.0,10.0,13.0,16.0,1977.0,239.0,200.0
2019-M020,Brisbane,Hard,32,A,20181231,298,105453,2.0,,Kei Nishikori,R,178.0,JPN,29.0047912389,104871,,,Jeremy Chardy,R,188.0,FRA,31.8822724162,6-2 6-2,3,SF,66.0,2.0,2.0,47.0,33.0,26.0,9.0,8.0,2.0,2.0,10.0,3.0,46.0,27.0,15.0,6.0,8.0,1.0,5.0,9.0,3590.0,40.0,1050.0
2019-M020,Brisbane,Hard,32,A,20181231,297,104542,,PR,Jo-Wilfried Tsonga,R,188.0,FRA,33.7056810404,200282,7.0,,Alex De Minaur,R,,AUS,19.8685831622,6-4 7-6(2),3,QF,106.0,12.0,2.0,68.0,43.0,34.0,15.0,11.0,4.0,5.0,1.0,2.0,81.0,60.0,38.0,9.0,11.0,4.0,6.0,239.0,200.0,31.0,1298.0
2019-M020,Brisbane,Hard,32,A,20181231,296,106421,4.0,,Daniil Medvedev,R,,RUS,22.8856947296,105683,5.0,,Milos Raonic,R,196.0,CAN,28.0109514031,6-7(2) 6-3 6-4,3,QF,129.0,12.0,3.0,105.0,68.0,48.0,25.0,16.0,8.0,8.0,29.0,5.0,94.0,56.0,46.0,19.0,15.0,2.0,4.0,16.0,1977.0,18.0,1855.0
2019-M020,Brisbane,Hard,32,A,20181231,295,104871,,,Jeremy Chardy,R,188.0,FRA,31.8822724162,106034,,Q,Yasutaka Uchiyama,R,,JPN,26.4038329911,6-4 3-6 7-6(4),3,QF,127.0,10.0,8.0,94.0,58.0,44.0,18.0,16.0,4.0,8.0,12.0,6.0,90.0,54.0,40.0,18.0,15.0,6.0,9.0,40.0,1050.0,185.0,275.0
2019-M020,Brisbane,Hard,32,A,20181231,294,105453,2.0,,Kei Nishikori,R,178.0,JPN,29.0047912389,105777,6.0,,Grigor Dimitrov,R,188.0,BUL,27.627652293,7-5 7-5,3,QF,100.0,5.0,2.0,59.0,47.0,37.0,9.0,12.0,0.0,1.0,8.0,5.0,80.0,53.0,37.0,13.0,12.0,6.0,9.0,9.0,3590.0,19.0,1835.0
2019-M020,Brisbane,Hard,32,A,20181231,293,104542,,PR,Jo-Wilfried Tsonga,R,188.0,FRA,33.7056810404,106121,,LL,Taro Daniel,R,,JPN,25.9247091034,7-6(5) 6-3,3,R16,100.0,11.0,3.0,64.0,37.0,30.0,11.0,10.0,4.0,7.0,3.0,7.0,85.0,51.0,34.0,11.0,11.0,6.0,11.0,239.0,200.0,77.0,691.0
2019-M020,Brisbane,Hard,32,A,20181231,292,200282,7.0,,Alex De Minaur,R,,AUS,19.8685831622,111442,,,Jordan Thompson,R,,AUS,24.6981519507,6-4 6-2,3,R16,80.0,1.0,1.0,49.0,38.0,29.0,8.0,9.0,0.0,0.0,5.0,0.0,56.0,39.0,30.0,3.0,9.0,3.0,6.0,31.0,1298.0,72.0,715.0
2019-M020,Brisbane,Hard,32,A,20181231,291,106421,4.0,,Daniil Medvedev,R,,RUS,22.8856947296,104918,,PR,Andy Murray,R,190.0,GBR,31.6303901437,7-5 6-2,3,R16,81.0,16.0,2.0,54.0,34.0,27.0,13.0,10.0,0.0,1.0,6.0,1.0,60.0,39.0,27.0,7.0,10.0,2.0,6.0,16.0,1977.0,240.0,200.0
2019-M020,Brisbane,Hard,32,A,20181231,290,105683,5.0,,Milos Raonic,R,196.0,CAN,28.0109514031,200175,,Q,Miomir Kecmanovic,R,,SRB,19.3347022587,6-3 7-6(2),3,R16,82.0,21.0,3.0,62.0,46.0,40.0,10.0,11.0,0.0,0.0,3.0,0.0,71.0,44.0,28.0,18.0,10.0,2.0,3.0,18.0,1855.0,131.0,433.0
2019-M020,Brisbane,Hard,32,A,20181231,289,104871,,,Jeremy Chardy,R,188.0,FRA,31.8822724162,106401,8.0,,Nick Kyrgios,R,193.0,AUS,23.6796714579,6-7(5) 6-2 6-3,3,R16,99.0,17.0,5.0,84.0,58.0,50.0,17.0,15.0,2.0,2.0,13.0,6.0,80.0,59.0,48.0,10.0,14.0,2.0,5.0,40.0,1050.0,35.0,1125.0
2019-M020,Brisbane,Hard,32,A,20181231,288,106034,,Q,Yasutaka Uchiyama,R,,JPN,26.4038329911,106378,3.0,,Kyle Edmund,R,,GBR,23.9780971937,7-6(6) 6-4,3,R16,93.0,15.0,0.0,75.0,48.0,41.0,14.0,11.0,3.0,3.0,7.0,1.0,75.0,50.0,35.0,14.0,11.0,1.0,2.0,185.0,275.0,14.0,2150.0
2019-M020,Brisbane,Hard,32,A,20181231,287,105777,6.0,,Grigor Dimitrov,R,188.0,BUL,27.627652293,105357,,,John Millman,R,183.0,AUS,29.5468856947,6-3 6-4,3,R16,88.0,6.0,2.0,63.0,35.0,27.0,13.0,10.0,2.0,4.0,1.0,1.0,55.0,37.0,18.0,10.0,9.0,3.0,7.0,19.0,1835.0,38.0,1083.0
2019-M020,Brisbane,Hard,32,A,20181231,286,105453,2.0,,Kei Nishikori,R,178.0,JPN,29.0047912389,106045,,,Denis Kudla,R,180.0,USA,26.3709787817,7-5 6-2,3,R16,79.0,7.0,2.0,56.0,32.0,27.0,15.0,10.0,0.0,0.0,5.0,3.0,60.0,36.0,26.0,8.0,10.0,4.0,7.0,9.0,3590.0,63.0,810.0
2019-M020,Brisbane,Hard,32,A,20181231,284,104542,,PR,Jo-Wilfried Tsonga,R,188.0,FRA,33.7056810404,106423,,Q,Thanasi Kokkinakis,R,,AUS,22.7241615332,7-6(6) 6-4,3,R32,102.0,11.0,1.0,76.0,41.0,33.0,20.0,11.0,2.0,3.0,3.0,0.0,61.0,46.0,34.0,10.0,11.0,1.0,3.0,239.0,200.0,146.0,367.0
2019-M020,Brisbane,Hard,32,A,20181231,283,111442,,,Jordan Thompson,R,,AUS,24.6981519507,106109,,WC,Alex Bolt,L,,AUS,25.9849418207,6-3 6-0,3,R32,77.0,1.0,2.0,42.0,29.0,23.0,7.0,8.0,0.0,1.0,1.0,3.0,64.0,33.0,17.0,12.0,7.0,8.0,13.0,72.0,715.0,154.0,352.0
2019-M020,Brisbane,Hard,32,A,20181231,282,200282,7.0,,Alex De Minaur,R,,AUS,19.8685831622,200615,,WC,Alexei Popyrin,R,,AUS,19.4058863792,6-2 6-2,3,R32,60.0,1.0,2.0,43.0,28.0,25.0,6.0,8.0,3.0,4.0,5.0,5.0,49.0,31.0,18.0,4.0,8.0,4.0,9.0,31.0,1298.0,147.0,367.0
2019-M020,Brisbane,Hard,32,A,20181231,280,104918,,PR,Andy Murray,R,190.0,GBR,31.6303901437,105902,,WC,James Duckworth,R,183.0,AUS,26.9431895962,6-3 6-4,3,R32,88.0,6.0,4.0,66.0,39.0,28.0,16.0,10.0,4.0,5.0,8.0,2.0,56.0,34.0,23.0,9.0,9.0,1.0,4.0,240.0,200.0,234.0,206.0
2019-M020,Brisbane,Hard,32,A,20181231,279,200175,,Q,Miomir Kecmanovic,R,,SRB,19.3347022587,104919,,,Leonardo Mayer,R,188.0,ARG,31.6303901437,6-3 6-1,3,R32,61.0,5.0,2.0,45.0,25.0,22.0,12.0,8.0,1.0,1.0,6.0,2.0,49.0,29.0,18.0,7.0,8.0,4.0,8.0,131.0,433.0,56.0,895.0
2019-M020,Brisbane,Hard,32,A,20181231,278,105683,5.0,,Milos Raonic,R,196.0,CAN,28.0109514031,105379,,,Aljaz Bedene,R,181.0,SLO,29.453798768,6-0 6-3,3,R32,47.0,18.0,0.0,38.0,29.0,27.0,5.0,8.0,0.0,0.0,4.0,1.0,43.0,30.0,16.0,2.0,7.0,4.0,8.0,18.0,1855.0,67.0,780.0
2019-M020,Brisbane,Hard,32,A,20181231,277,106401,8.0,,Nick Kyrgios,R,193.0,AUS,23.6796714579,105992,,,Ryan Harrison,R,183.0,USA,26.6502395619,7-6(5) 5-7 7-6(5),3,R32,128.0,44.0,3.0,119.0,80.0,63.0,24.0,18.0,1.0,2.0,27.0,3.0,113.0,77.0,60.0,24.0,18.0,5.0,5.0,35.0,1125.0,62.0,810.0
2019-M020,Brisbane,Hard,32,A,20181231,276,104871,,,Jeremy Chardy,R,188.0,FRA,31.8822724162,105526,,,Jan Lennard Struff,R,,GER,28.6844626968,4-6 6-3 6-4,3,R32,99.0,15.0,4.0,87.0,52.0,40.0,21.0,15.0,2.0,3.0,10.0,2.0,74.0,41.0,32.0,22.0,14.0,4.0,6.0,40.0,1050.0,57.0,875.0
2019-M020,Brisbane,Hard,32,A,20181231,275,106034,,Q,Yasutaka Uchiyama,R,,JPN,26.4038329911,200005,,Q,Ugo Humbert,L,,FRA,20.514715948,6-4 7-6(6),3,R32,90.0,12.0,0.0,58.0,43.0,39.0,10.0,11.0,0.0,0.0,6.0,4.0,75.0,45.0,35.0,14.0,11.0,0.0,1.0,185.0,275.0,102.0,572.0
2019-M020,Brisbane,Hard,32,A,20181231,273,105777,6.0,,Grigor Dimitrov,R,188.0,BUL,27.627652293,106415,,,Yoshihito Nishioka,L,,JPN,23.2607802875,6-3 6-4,3,R32,79.0,9.0,6.0,76.0,43.0,37.0,12.0,10.0,6.0,7.0,1.0,1.0,47.0,33.0,21.0,7.0,9.0,0.0,3.0,19.0,1835.0,75.0,701.0
2019-M020,Brisbane,Hard,32,A,20181231,272,105357,,,John Millman,R,183.0,AUS,29.5468856947,105815,,,Tennys Sandgren,R,,USA,27.4442162902,7-6(6) 6-7(6) 6-0,3,R32,153.0,8.0,2.0,98.0,68.0,49.0,15.0,15.0,3.0,5.0,12.0,4.0,106.0,63.0,44.0,20.0,15.0,13.0,18.0,38.0,1083.0,61.0,814.0
2019-M020,Brisbane,Hard,32,A,20181231,271,106045,,,Denis Kudla,R,180.0,USA,26.3709787817,126203,,,Taylor Fritz,R,,USA,21.1745379877,7-6(5) 6-7(2) 6-4,3,R32,144.0,8.0,4.0,117.0,73.0,58.0,26.0,17.0,4.0,4.0,22.0,4.0,123.0,72.0,57.0,27.0,17.0,9.0,10.0,63.0,810.0,49.0,974.0
2019-0451,Doha,Hard,32,A,20181231,300,105138,7.0,,Roberto Bautista Agut,R,183.0,ESP,30.71321013,104607,,WC,Tomas Berdych,R,196.0,CZE,33.28678987,6-4 3-6 6-3,3,F,115.0,5.0,0.0,85.0,60.0,43.0,16.0,14.0,5.0,6.0,3.0,3.0,82.0,51.0,39.0,16.0,14.0,6.0,8.0,24.0,1605.0,71.0,715.0
2019-0451,Doha,Hard,32,A,20181231,299,105138,7.0,,Roberto Bautista Agut,R,183.0,ESP,30.71321013,104925,1.0,,Novak Djokovic,R,188.0,SRB,31.6112251882,3-6 7-6(6) 6-4,3,SF,155.0,7.0,0.0,88.0,66.0,52.0,11.0,15.0,2.0,4.0,9.0,3.0,114.0,72.0,48.0,27.0,16.0,6.0,8.0,24.0,1605.0,1.0,9045.0
2019-0451,Doha,Hard,32,A,20181231,298,104607,,WC,Tomas Berdych,R,196.0,CZE,33.28678987,106065,4.0,,Marco Cecchinato,R,,ITA,26.250513347,7-6(6) 6-3,3,SF,89.0,12.0,0.0,64.0,41.0,31.0,18.0,11.0,2.0,3.0,5.0,4.0,82.0,51.0,33.0,17.0,10.0,7.0,9.0,71.0,715.0,20.0,1819.0
2019-0451,Doha,Hard,32,A,20181231,297,104925,1.0,,Novak Djokovic,R,188.0,SRB,31.6112251882,105932,5.0,,Nikoloz Basilashvili,R,185.0,GEO,26.8528405202,4-6 6-3 6-4,3,QF,116.0,7.0,3.0,86.0,57.0,41.0,15.0,15.0,3.0,6.0,4.0,3.0,82.0,54.0,39.0,12.0,14.0,3.0,7.0,1.0,9045.0,21.0,1795.0
2019-0451,Doha,Hard,32,A,20181231,296,105138,7.0,,Roberto Bautista Agut,R,183.0,ESP,30.71321013,104527,,,Stan Wawrinka,R,183.0,SUI,33.7604380561,6-4 6-4,3,QF,105.0,2.0,1.0,70.0,53.0,39.0,8.0,10.0,3.0,3.0,7.0,0.0,86.0,51.0,32.0,18.0,10.0,12.0,14.0,24.0,1605.0,66.0,785.0
2019-0451,Doha,Hard,32,A,20181231,295,106065,4.0,,Marco Cecchinato,R,,ITA,26.250513347,105583,,,Dusan Lajovic,R,180.0,SRB,28.5037645448,7-6(2) 6-2,3,QF,73.0,4.0,0.0,59.0,47.0,36.0,9.0,10.0,2.0,2.0,6.0,1.0,60.0,46.0,33.0,6.0,10.0,5.0,7.0,20.0,1819.0,48.0,985.0
2019-0451,Doha,Hard,32,A,20181231,294,104607,,WC,Tomas Berdych,R,196.0,CZE,33.28678987,105732,,,Pierre Hugues Herbert,R,188.0,FRA,27.7891854894,6-2 6-4,3,QF,71.0,6.0,0.0,48.0,32.0,29.0,8.0,9.0,2.0,2.0,5.0,2.0,66.0,44.0,27.0,11.0,9.0,3.0,6.0,71.0,715.0,55.0,903.0
2019-0451,Doha,Hard,32,A,20181231,293,104925,1.0,,Novak Djokovic,R,188.0,SRB,31.6112251882,105916,,,Marton Fucsovics,R,,HUN,26.893908282,4-6 6-4 6-1,3,R16,120.0,5.0,1.0,75.0,53.0,39.0,13.0,14.0,2.0,4.0,6.0,3.0,85.0,53.0,33.0,16.0,13.0,2.0,6.0,1.0,9045.0,36.0,1122.0
2019-0451,Doha,Hard,32,A,20181231,292,105932,5.0,,Nikoloz Basilashvili,R,185.0,GEO,26.8528405202,126094,,,Andrey Rublev,R,,RUS,21.196440794,6-3 6-4,3,R16,61.0,8.0,8.0,60.0,36.0,31.0,8.0,10.0,2.0,4.0,6.0,4.0,51.0,28.0,19.0,8.0,9.0,0.0,4.0,21.0,1795.0,68.0,760.0
2019-0451,Doha,Hard,32,A,20181231,291,104527,,,Stan Wawrinka,R,183.0,SUI,33.7604380561,111797,,,Nicolas Jarry,R,,CHI,23.2224503765,6-4 7-6(3),3,R16,88.0,5.0,1.0,61.0,30.0,28.0,20.0,11.0,0.0,0.0,9.0,3.0,70.0,47.0,38.0,11.0,11.0,5.0,6.0,66.0,785.0,43.0,1022.0
2019-0451,Doha,Hard,32,A,20181231,290,105138,7.0,,Roberto Bautista Agut,R,183.0,ESP,30.71321013,104198,,Q,Guillermo Garcia Lopez,R,188.0,ESP,35.575633128,6-1 6-4,3,R16,70.0,2.0,0.0,49.0,33.0,25.0,11.0,9.0,3.0,4.0,2.0,4.0,49.0,32.0,20.0,3.0,8.0,3.0,7.0,24.0,1605.0,105.0,543.0
2019-0451,Doha,Hard,32,A,20181231,289,105583,,,Dusan Lajovic,R,180.0,SRB,28.5037645448,105575,,Q,Ricardas Berankis,R,175.0,LTU,28.5284052019,7-6(4) 0-6 7-5,3,R16,131.0,8.0,2.0,100.0,73.0,48.0,12.0,15.0,7.0,12.0,4.0,2.0,98.0,61.0,45.0,16.0,15.0,4.0,7.0,48.0,985.0,116.0,507.0
2019-0451,Doha,Hard,32,A,20181231,288,106065,4.0,,Marco Cecchinato,R,,ITA,26.250513347,105550,,,Guido Pella,L,185.0,ARG,28.6242299795,W/O,3,R16,,,,,,,,,,,,,,,,,,,,20.0,1819.0,58.0,860.0
2019-0451,Doha,Hard,32,A,20181231,287,104607,,WC,Tomas Berdych,R,196.0,CZE,33.28678987,104269,8.0,,Fernando Verdasco,L,188.0,ESP,35.1266255989,4-6 6-3 7-5,3,R16,133.0,3.0,2.0,89.0,59.0,44.0,15.0,16.0,2.0,5.0,9.0,3.0,113.0,75.0,50.0,16.0,15.0,10.0,14.0,71.0,715.0,28.0,1410.0
2019-0451,Doha,Hard,32,A,20181231,286,105732,,,Pierre Hugues Herbert,R,188.0,FRA,27.7891854894,109739,,Q,Maximilian Marterer,L,,GER,23.5455167693,6-3 6-7(6) 7-6(6),3,R16,149.0,9.0,2.0,110.0,73.0,57.0,25.0,17.0,2.0,2.0,14.0,3.0,108.0,73.0,56.0,22.0,16.0,5.0,6.0,55.0,903.0,74.0,706.0
2019-0451,Doha,Hard,32,A,20181231,285,104925,1.0,,Novak Djokovic,R,188.0,SRB,31.6112251882,106000,,,Damir Dzumhur,R,172.0,BIH,26.6146475017,6-1 6-2,3,R32,55.0,3.0,2.0,42.0,26.0,21.0,11.0,8.0,0.0,0.0,0.0,2.0,48.0,26.0,17.0,5.0,7.0,4.0,8.0,1.0,9045.0,47.0,985.0
2019-0451,Doha,Hard,32,A,20181231,284,105916,,,Marton Fucsovics,R,,HUN,26.893908282,105657,,,Marius Copil,R,193.0,ROU,28.205338809,6-3 6-2,3,R32,72.0,1.0,2.0,54.0,32.0,24.0,15.0,8.0,8.0,8.0,0.0,3.0,53.0,34.0,20.0,8.0,9.0,6.0,10.0,36.0,1122.0,60.0,823.0
2019-0451,Doha,Hard,32,A,20181231,283,126094,,,Andrey Rublev,R,,RUS,21.196440794,104312,,,Andreas Seppi,R,190.0,ITA,34.8583162218,7-5 6-1,3,R32,75.0,10.0,3.0,59.0,30.0,22.0,18.0,10.0,3.0,5.0,5.0,2.0,61.0,35.0,22.0,8.0,9.0,7.0,12.0,68.0,760.0,37.0,1106.0
2019-0451,Doha,Hard,32,A,20181231,282,105932,5.0,,Nikoloz Basilashvili,R,185.0,GEO,26.8528405202,105077,,,Albert Ramos,L,188.0,ESP,30.9541409993,6-1 1-6 6-1,3,R32,98.0,9.0,3.0,66.0,33.0,27.0,16.0,11.0,2.0,4.0,5.0,2.0,77.0,47.0,26.0,14.0,10.0,8.0,12.0,21.0,1795.0,65.0,790.0
2019-0451,Doha,Hard,32,A,20181231,281,104527,,,Stan Wawrinka,R,183.0,SUI,33.7604380561,111575,3.0,,Karen Khachanov,R,,RUS,22.6119096509,7-6(7) 6-4,3,R32,102.0,7.0,1.0,86.0,49.0,36.0,22.0,11.0,4.0,4.0,6.0,0.0,67.0,46.0,36.0,13.0,11.0,2.0,3.0,66.0,785.0,11.0,2835.0
2019-0451,Doha,Hard,32,A,20181231,280,111797,,,Nicolas Jarry,R,,CHI,23.2224503765,104898,,,Robin Haase,R,190.0,NED,31.7371663244,6-7(7) 6-4 7-6(4),3,R32,158.0,12.0,1.0,124.0,87.0,59.0,24.0,17.0,7.0,9.0,12.0,5.0,107.0,74.0,54.0,19.0,17.0,4.0,7.0,43.0,1022.0,50.0,965.0
2019-0451,Doha,Hard,32,A,20181231,279,104198,,Q,Guillermo Garcia Lopez,R,188.0,ESP,35.575633128,122570,,WC,Mubarak Shannan Zayid,U,,QAT,23.7152635181,6-1 6-3,3,R32,61.0,1.0,0.0,40.0,27.0,22.0,12.0,8.0,3.0,3.0,6.0,2.0,57.0,30.0,17.0,11.0,8.0,6.0,10.0,105.0,543.0,,
2019-0451,Doha,Hard,32,A,20181231,278,105138,7.0,,Roberto Bautista Agut,R,183.0,ESP,30.71321013,126610,,,Matteo Berrettini,R,,ITA,22.7186858316,6-1 6-4,3,R32,69.0,3.0,2.0,51.0,34.0,27.0,12.0,9.0,2.0,2.0,4.0,1.0,45.0,28.0,17.0,7.0,8.0,0.0,3.0,24.0,1605.0,54.0,932.0
2019-0451,Doha,Hard,32,A,20181231,277,105575,,Q,Ricardas Berankis,R,175.0,LTU,28.5284052019,105676,6.0,,David Goffin,R,163.0,BEL,28.0657084189,3-6 6-4 7-6(4),3,R32,138.0,6.0,3.0,104.0,66.0,44.0,21.0,15.0,3.0,5.0,11.0,2.0,109.0,70.0,47.0,21.0,16.0,5.0,7.0,116.0,507.0,22.0,1785.0
2019-0451,Doha,Hard,32,A,20181231,276,105583,,,Dusan Lajovic,R,180.0,SRB,28.5037645448,105173,,,Adrian Mannarino,L,183.0,FRA,30.5051334702,6-3 7-6(5),3,R32,95.0,3.0,1.0,77.0,58.0,40.0,9.0,11.0,6.0,8.0,3.0,2.0,61.0,38.0,26.0,11.0,10.0,2.0,5.0,48.0,985.0,42.0,1045.0
2019-0451,Doha,Hard,32,A,20181231,275,105550,,,Guido Pella,L,185.0,ARG,28.6242299795,117356,,WC,Cem Ilkel,R,,TUR,23.3620807666,7-6(1) 6-3,3,R32,107.0,5.0,1.0,66.0,48.0,36.0,11.0,11.0,0.0,2.0,3.0,1.0,82.0,53.0,32.0,12.0,10.0,6.0,9.0,58.0,860.0,249.0,183.0
2019-0451,Doha,Hard,32,A,20181231,274,106065,4.0,,Marco Cecchinato,R,,ITA,26.250513347,104660,,Q,Sergiy Stakhovsky,R,193.0,UKR,32.9828884326,6-4 6-2,3,R32,82.0,5.0,3.0,56.0,42.0,35.0,6.0,9.0,1.0,1.0,6.0,3.0,79.0,58.0,34.0,9.0,9.0,8.0,11.0,20.0,1819.0,134.0,424.0
2019-0451,Doha,Hard,32,A,20181231,273,104269,8.0,,Fernando Verdasco,L,188.0,ESP,35.1266255989,103893,,LL,Paolo Lorenzi,R,183.0,ITA,37.0431211499,6-3 6-4,3,R32,89.0,9.0,0.0,54.0,36.0,30.0,6.0,10.0,0.0,2.0,2.0,1.0,69.0,40.0,21.0,14.0,9.0,7.0,11.0,28.0,1410.0,109.0,525.0
2019-0451,Doha,Hard,32,A,20181231,272,104607,,WC,Tomas Berdych,R,196.0,CZE,33.28678987,104259,,,Philipp Kohlschreiber,R,178.0,GER,35.2087611225,6-4 7-6(5),3,R32,102.0,6.0,1.0,73.0,43.0,33.0,17.0,11.0,1.0,2.0,3.0,4.0,73.0,42.0,33.0,14.0,11.0,2.0,4.0,71.0,715.0,34.0,1125.0
2019-0451,Doha,Hard,32,A,20181231,271,109739,,Q,Maximilian Marterer,L,,GER,23.5455167693,105376,,,Peter Gojowczyk,R,185.0,GER,29.4620123203,6-1 6-4,3,R32,55.0,8.0,0.0,48.0,34.0,30.0,8.0,9.0,2.0,2.0,6.0,4.0,50.0,27.0,19.0,10.0,8.0,4.0,7.0,74.0,706.0,59.0,855.0
2019-0451,Doha,Hard,32,A,20181231,270,105732,,,Pierre Hugues Herbert,R,188.0,FRA,27.7891854894,106233,2.0,,Dominic Thiem,R,185.0,AUT,25.325119781,6-3 7-5,3,R32,86.0,6.0,0.0,63.0,41.0,33.0,13.0,11.0,1.0,1.0,4.0,2.0,57.0,34.0,23.0,13.0,10.0,1.0,3.0,55.0,903.0,8.0,4095.0
2019-0891,Pune,Hard,32,A,20181231,300,104731,1.0,,Kevin Anderson,R,203.0,RSA,32.6214921287,103333,,,Ivo Karlovic,R,208.0,CRO,39.8384668036,7-6(4) 6-7(2) 7-6(5),3,F,164.0,21.0,6.0,104.0,65.0,57.0,26.0,18.0,0.0,0.0,36.0,4.0,118.0,83.0,74.0,16.0,18.0,8.0,8.0,6.0,4710.0,100.0,589.0
2019-0891,Pune,Hard,32,A,20181231,299,104731,1.0,,Kevin Anderson,R,203.0,RSA,32.6214921287,104468,3.0,,Gilles Simon,R,183.0,FRA,34.0095824778,6-3 7-6(3),3,SF,108.0,21.0,2.0,86.0,54.0,43.0,14.0,11.0,9.0,10.0,1.0,0.0,56.0,34.0,26.0,10.0,10.0,0.0,2.0,6.0,4710.0,30.0,1370.0
2019-0891,Pune,Hard,32,A,20181231,298,103333,,,Ivo Karlovic,R,208.0,CRO,39.8384668036,104327,,PR,Steve Darcis,R,178.0,BEL,34.8008213552,7-6(3) 4-6 6-3,3,SF,115.0,33.0,4.0,89.0,58.0,52.0,17.0,16.0,1.0,2.0,3.0,2.0,95.0,80.0,57.0,8.0,15.0,5.0,6.0,100.0,589.0,,
2019-0891,Pune,Hard,32,A,20181231,297,104731,1.0,,Kevin Anderson,R,203.0,RSA,32.6214921287,144719,7.0,,Jaume Munar,R,,ESP,21.6563997262,6-3 6-3,3,QF,68.0,14.0,1.0,51.0,33.0,27.0,9.0,9.0,1.0,2.0,3.0,1.0,43.0,26.0,16.0,7.0,9.0,0.0,4.0,6.0,4710.0,81.0,663.0
2019-0891,Pune,Hard,32,A,20181231,296,104468,3.0,,Gilles Simon,R,183.0,FRA,34.0095824778,105332,5.0,,Benoit Paire,R,196.0,FRA,29.6481861739,3-6 7-6(4) 6-4,3,QF,139.0,4.0,4.0,104.0,74.0,54.0,13.0,15.0,8.0,11.0,11.0,12.0,119.0,64.0,48.0,23.0,16.0,9.0,12.0,30.0,1370.0,52.0,935.0
2019-0891,Pune,Hard,32,A,20181231,295,104327,,PR,Steve Darcis,R,178.0,BEL,34.8008213552,104291,4.0,,Malek Jaziri,R,185.0,TUN,34.945927447,7-5 6-2,3,QF,93.0,1.0,0.0,65.0,42.0,27.0,16.0,10.0,3.0,4.0,6.0,0.0,56.0,22.0,17.0,14.0,10.0,1.0,5.0,,,45.0,1014.0
2019-0891,Pune,Hard,32,A,20181231,294,103333,,,Ivo Karlovic,R,208.0,CRO,39.8384668036,105208,,,Ernests Gulbis,R,190.0,LAT,30.3353867214,7-6(5) 7-6(5),3,QF,105.0,25.0,4.0,83.0,60.0,51.0,12.0,12.0,3.0,3.0,10.0,3.0,78.0,45.0,40.0,18.0,12.0,0.0,0.0,100.0,589.0,95.0,612.0
2019-0891,Pune,Hard,32,A,20181231,293,104731,1.0,,Kevin Anderson,R,203.0,RSA,32.6214921287,111513,,,Laslo Djere,R,,SRB,23.5811088296,7-6(3) 7-6(6),3,R16,128.0,20.0,2.0,81.0,54.0,44.0,16.0,12.0,1.0,2.0,6.0,4.0,99.0,63.0,47.0,16.0,12.0,6.0,7.0,6.0,4710.0,93.0,621.0
2019-0891,Pune,Hard,32,A,20181231,292,144719,7.0,,Jaume Munar,R,,ESP,21.6563997262,104620,,Q,Simone Bolelli,R,183.0,ITA,33.2292950034,7-5 6-0,3,R16,76.0,4.0,1.0,47.0,36.0,29.0,5.0,9.0,0.0,1.0,1.0,1.0,63.0,42.0,20.0,8.0,9.0,3.0,8.0,81.0,663.0,141.0,384.0
2019-0891,Pune,Hard,32,A,20181231,291,104468,3.0,,Gilles Simon,R,183.0,FRA,34.0095824778,125802,,,Ilya Ivashka,R,,BLR,24.848733744,6-7(3) 6-2 6-1,3,R16,151.0,9.0,2.0,107.0,62.0,42.0,29.0,13.0,6.0,6.0,4.0,5.0,104.0,66.0,40.0,19.0,14.0,7.0,12.0,30.0,1370.0,91.0,622.0
2019-0891,Pune,Hard,32,A,20181231,290,105332,5.0,,Benoit Paire,R,196.0,FRA,29.6481861739,106210,,,Jiri Vesely,L,,CZE,25.4757015743,6-4 6-2,3,R16,71.0,11.0,6.0,53.0,22.0,20.0,17.0,9.0,3.0,4.0,2.0,3.0,65.0,39.0,22.0,12.0,9.0,9.0,13.0,52.0,935.0,89.0,629.0
